,Season,TeamID,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGPct,FG3Pct,eFGPct,FTPct,end_rank
0,2022,1101,25.058823529411764,59.05882352941177,6.882352941176471,21.352941176470587,17.176470588235293,23.235294117647058,8.588235294117647,20.352941176470587,13.941176470588236,12.352941176470589,10.294117647058824,1.5294117647058822,22.647058823529413,0.4240271231818501,0.31848485242675734,0.4820212265090787,0.739284802171799,151
1,2022,1102,21.842105263157894,49.26315789473684,7.842105263157895,21.894736842105264,8.842105263157896,13.631578947368421,5.105263157894737,19.736842105263158,13.210526315789474,11.631578947368421,6.2631578947368425,3.263157894736842,18.473684210526315,0.4462941821458273,0.35707000928811256,0.5256943077464982,0.6391861062913694,254
2,2022,1103,23.555555555555557,53.0,7.833333333333333,22.5,13.777777777777779,20.61111111111111,8.0,24.055555555555557,12.0,11.166666666666666,5.0,2.7777777777777777,15.944444444444445,0.4453529445085303,0.3526042227059636,0.5205040850062393,0.6507176233202765,131
3,2022,1104,27.142857142857142,62.42857142857143,8.666666666666666,29.047619047619047,15.523809523809524,21.61904761904762,11.666666666666666,24.285714285714285,13.714285714285714,13.523809523809524,7.285714285714286,5.095238095238095,18.523809523809526,0.4376197403302419,0.30006077608534215,0.5062970149828805,0.7099378121279335,19
4,2022,1105,21.263157894736842,56.578947368421055,3.736842105263158,14.31578947368421,11.0,16.157894736842106,8.736842105263158,21.736842105263158,9.421052631578947,14.263157894736842,8.31578947368421,3.0526315789473686,16.842105263157894,0.37958867580202965,0.26467619068238263,0.4129689752527989,0.687256330887308,348
5,2022,1106,23.25,56.95,6.05,18.4,13.95,20.2,8.4,22.3,11.7,13.9,7.45,3.6,17.0,0.40879642209443495,0.33158215735135577,0.46214947893607705,0.6783104549464086,323
6,2022,1107,23.238095238095237,56.476190476190474,5.857142857142857,18.38095238095238,9.904761904761905,14.0,7.238095238095238,22.523809523809526,9.285714285714286,11.666666666666666,6.571428571428571,2.7142857142857144,17.857142857142858,0.4143283236972898,0.3243788456371384,0.4672978032971559,0.7335293238875724,255
7,2022,1108,23.05263157894737,55.421052631578945,5.7894736842105265,17.36842105263158,13.68421052631579,19.0,8.894736842105264,20.894736842105264,9.68421052631579,13.631578947368421,7.578947368421052,2.3684210526315788,16.526315789473685,0.4189882487207923,0.3371183964226167,0.47169040279875196,0.7162301657152915,286
8,2022,1110,24.4,54.5,5.15,15.55,8.55,12.5,6.95,19.85,11.95,12.2,6.1,2.8,14.8,0.44846942651471694,0.3341116028271096,0.4952105488054756,0.6639078336524158,328
9,2022,1111,23.7,57.55,8.05,24.7,9.9,14.95,8.1,22.1,11.8,9.3,5.8,2.0,12.8,0.41266699674999663,0.32790499785688404,0.4837562795668665,0.6575568863615707,162
10,2022,1112,30.65,63.5,7.6,22.75,15.5,21.35,11.6,28.8,19.6,13.6,6.65,6.2,16.45,0.48319287204662703,0.3368711991031533,0.5431183370404706,0.7277145670881369,2
11,2022,1113,23.5,61.94444444444444,6.833333333333333,24.166666666666668,9.222222222222221,13.444444444444445,7.944444444444445,23.27777777777778,12.222222222222221,11.11111111111111,6.555555555555555,4.555555555555555,19.77777777777778,0.3785056232374854,0.2732801392809563,0.43269119557743374,0.6637895364869049,104
12,2022,1114,22.1875,55.0,6.8125,21.1875,14.0,18.75,7.0625,20.1875,12.6875,13.0,6.1875,2.3125,17.5,0.40192786867834074,0.31803590391373554,0.46287668709002383,0.7255962392909976,297
13,2022,1115,21.31578947368421,52.63157894736842,5.526315789473684,20.31578947368421,12.105263157894736,17.94736842105263,6.684210526315789,18.473684210526315,11.052631578947368,13.947368421052632,6.2631578947368425,2.736842105263158,17.05263157894737,0.4020263628711415,0.2706161810476453,0.4550546415738656,0.6680165136070667,355
14,2022,1116,27.666666666666668,61.0,5.9523809523809526,20.095238095238095,17.142857142857142,23.095238095238095,9.666666666666666,25.904761904761905,14.904761904761905,12.380952380952381,8.095238095238095,4.476190476190476,17.19047619047619,0.45178581259296624,0.2783709763228056,0.5006785115508903,0.731990754048853,22
15,2022,1117,25.58823529411765,55.76470588235294,6.235294117647059,17.764705882352942,14.117647058823529,19.0,9.294117647058824,24.764705882352942,16.0,13.352941176470589,7.411764705882353,3.3529411764705883,15.705882352941176,0.4626260055365498,0.3654548958845317,0.5191250958273175,0.7204202136181739,178
16,2022,1119,24.95,57.9,6.3,19.5,12.05,19.5,9.2,24.1,12.2,12.75,7.65,1.35,14.15,0.43235381210928364,0.32963151227857107,0.48668653024770386,0.6126082004202931,272
17,2022,1120,28.571428571428573,63.666666666666664,8.142857142857142,25.19047619047619,14.619047619047619,19.714285714285715,10.095238095238095,25.476190476190474,14.571428571428571,11.238095238095237,8.904761904761905,7.9523809523809526,18.095238095238095,0.45195784970508257,0.3264191869073303,0.5154499496782202,0.7251008069515192,9
18,2022,1122,22.833333333333332,55.27777777777778,7.333333333333333,23.833333333333332,10.222222222222221,14.722222222222221,8.666666666666666,21.444444444444443,13.555555555555555,14.0,6.111111111111111,1.6111111111111112,16.666666666666668,0.4127405599430241,0.3043965957613849,0.47923591143408334,0.6957742098544473,273
19,2022,1123,25.57894736842105,57.0,8.421052631578947,23.526315789473685,15.105263157894736,21.263157894736842,8.0,24.210526315789473,12.789473684210526,13.631578947368421,5.421052631578948,2.3157894736842106,18.736842105263158,0.45310993736879146,0.3783705425388849,0.527515712939737,0.7048093454036435,231
20,2022,1124,28.61904761904762,61.142857142857146,8.523809523809524,23.61904761904762,11.19047619047619,16.523809523809526,11.285714285714286,22.238095238095237,15.904761904761905,12.571428571428571,9.761904761904763,3.0952380952380953,15.714285714285714,0.4692946743648764,0.36182136222161954,0.5394619251471815,0.6853147391537485,7
21,2022,1125,29.523809523809526,59.333333333333336,9.095238095238095,26.238095238095237,11.714285714285714,16.19047619047619,7.0,24.19047619047619,19.047619047619047,10.952380952380953,8.904761904761905,4.142857142857143,13.476190476190476,0.4988507572241798,0.3454219708183269,0.5750232276315569,0.7154976335740747,58
22,2022,1126,23.31578947368421,56.94736842105263,4.421052631578948,13.578947368421053,10.210526315789474,15.105263157894736,8.263157894736842,21.68421052631579,10.210526315789474,12.789473684210526,8.0,2.789473684210526,16.473684210526315,0.41332977774995616,0.3283962210819796,0.4532304658535978,0.6630085788326785,345
23,2022,1127,24.625,57.875,7.375,20.5,11.0625,16.0,8.75,24.625,11.5625,13.0625,5.375,3.5625,16.25,0.42769467269526573,0.356144155624423,0.4924926164810305,0.6894889398620554,295
